,LoanNumber,DateApproved,BorrowerName,BorrowerAddress,BorrowerZip,LoanStatusDate,LoanStatus,Term,InitialApprovalAmount,CurrentApprovalAmount,UndisbursedAmount,RuralUrbanIndicator,BusinessAgeDescription,CD,JobsReported,Race,Ethnicity,BusinessType,Gender,Veteran,ForgivenessAmount,ForgivenessDate
670834,2270237101,04/10/2020,THE FIT FOODS LLC,8101 e bellview ave #W-2,80237-3300,02/18/2021,Paid in Full,24,143232.0,143232.0,0.0,U,New Business or 2 years or less,CO-01,34.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,144261.36,01/07/2021
670844,2179838306,01/20/2021,GLOBAL ASSESSOR POOL LLC,2301,80205,09/28/2021,Paid in Full,60,143127.5,143127.5,0.0,U,Existing or more than 2 years old,CO-01,7.0,White,Not Hispanic or Latino,Limited  Liability Company(LLC),Male Owned,Non-Veteran,143950.48,08/24/2021
670855,3919227708,05/01/2020,TRIBUTE OIL &AMP; GAS LLC,1125 17TH ST SUITE 650,80202,08/12/2021,Paid in Full,24,143010.0,143010.0,0.0,U,New Business or 2 years or less,CO-01,6.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,144663.43,07/06/2021
670858,4924087201,04/27/2020,THE GOLDEN TRIANGLE LEARNING CENTER,1080 KALAMATH ST.,80204,07/14/2021,Paid in Full,24,143000.0,143000.0,0.0,U,Existing or more than 2 years old,CO-01,10.0,Unanswered,Unknown/NotStated,Corporation,Unanswered,Unanswered,144625.89,06/24/2021
670860,3071077201,04/16/2020,CENTRAL COLORADO AREA HEALTH EDUCATION CENTER,10200 E GIRARD AVE STE B131,80231-5590,07/20/2021,Paid in Full,24,142988.0,142988.0,0.0,U,Existing or more than 2 years old,CO-01,14.0,Unanswered,Unknown/NotStated,Non-Profit Organization,Male Owned,Unanswered,144613.75,06/17/2021
670862,4275667208,04/27/2020,GLADE VOOGT LOPEZ SMITH PC,1800 GAYLORD ST,80206,05/26/2021,Paid in Full,24,142960.0,142960.0,0.0,U,Existing or more than 2 years old,CO-01,7.0,Unanswered,Unknown/NotStated,Corporation,Unanswered,Unanswered,144405.48,05/04/2021
670892,7343377102,04/14/2020,ARROW SALES & MARKETING,720 S COLORADO BLVD PH N,80246-1904,10/01/2021,Paid in Full,24,142800.0,142800.0,0.0,U,Existing or more than 2 years old,CO-01,8.0,Unanswered,Unknown/NotStated,Limited Liability Partnership,Unanswered,Unanswered,144744.43,09/02/2021
670896,1002217105,04/09/2020,NOVE CORPORATION,1685 Colorado Blvd,80222,04/08/2021,Paid in Full,24,142777.0,142777.0,0.0,U,Existing or more than 2 years old,CO-01,25.0,Unanswered,Unknown/NotStated,Corporation,Unanswered,Unanswered,144002.5,02/22/2021
670897,1951927206,04/15/2020,UNIVERSITY PREPARATORY SCHOOLS,3230 E 38TH AVE,80205-3726,02/06/2021,Paid in Full,24,142758.81,142758.81,0.0,U,Existing or more than 2 years old,CO-01,6.0,Unanswered,Unknown/NotStated,Non-Profit Organization,Male Owned,Unanswered,143666.91,12/09/2020
670900,2283717309,04/29/2020,PROGRESSIVE THERAPY SYSTEMS PC,758 Sherman St,80203-3511,04/07/2021,Paid in Full,24,142700.0,142700.0,0.0,U,Existing or more than 2 years old,CO-01,11.0,White,Not Hispanic or Latino,Corporation,Male Owned,Non-Veteran,143900.24,03/09/2021
670952,7276267702,05/01/2020,TURBO PRESS INC,100 LIPAN ST,80223,05/21/2021,Paid in Full,24,174726.0,142462.0,0.0,U,Existing or more than 2 years old,CO-01,12.0,Unanswered,Unknown/NotStated,Subchapter S Corporation,Unanswered,Unanswered,143843.09,04/29/2021
670972,1855397202,04/15/2020,LEE ARCHITECTS A PROFESSIONAL CORPORATION,2525 S WADSWORTH BLVD SUITE 21,80227,02/10/2021,Paid in Full,24,142300.0,142300.0,0.0,U,Existing or more than 2 years old,CO-07,7.0,White,Not Hispanic or Latino,Corporation,Male Owned,Non-Veteran,143313.64,01/07/2021
670975,6492867008,04/07/2020,"BLACK PEARL RESTAURANT, LLC",1529 S PEARL ST,80210-2634,05/18/2021,Paid in Full,24,142300.0,142300.0,0.0,U,Existing or more than 2 years old,CO-01,24.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,143758.58,04/22/2021
670988,8651847010,04/08/2020,POP CULTURE CLASSROOM,2760 W 5TH AVE,80204-4805,06/12/2021,Paid in Full,24,142200.0,142200.0,0.0,U,Existing or more than 2 years old,CO-01,12.0,Unanswered,Unknown/NotStated,Non-Profit Organization,Unanswered,Unanswered,143780.0,05/24/2021
670995,2611637102,04/11/2020,LANOUVELLE FINE CLEANERS LLC,4350 S Monaco St,80237-3400,07/20/2021,Paid in Full,24,142117.0,142117.0,0.0,U,Unanswered,CO-01,13.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,143756.21,06/17/2021
671025,6459207203,04/28/2020,"HASHOFF, LLC.",201 Milwaukee St. #200,80206-5014,10/09/2021,Paid in Full,24,142000.0,142000.0,0.0,U,Existing or more than 2 years old,CO-01,8.0,Unanswered,Unknown/NotStated,Corporation,Unanswered,Unanswered,143863.51,08/30/2021
671028,7678007000,04/08/2020,ROCKY MOUNTAIN MICROFINANCE INSTITUTE,1209 W 10th Ave,80204-3905,04/17/2021,Paid in Full,24,142000.0,142000.0,0.0,U,Existing or more than 2 years old,CO-01,14.0,White,Not Hispanic or Latino,Non-Profit Organization,Male Owned,Non-Veteran,143360.83,03/29/2021
671039,5609557009,04/06/2020,"HIGH COUNTRY ANGLERS, INC.",1303 E 6th Avenue,80218-3453,12/16/2020,Paid in Full,24,141957.9,141957.9,0.0,U,Existing or more than 2 years old,CO-01,10.0,White,Not Hispanic or Latino,Subchapter S Corporation,Male Owned,Non-Veteran,142766.27,11/05/2020
671041,3035247207,04/16/2020,"DOMINICAN HOME HEALTH AGENCY, INC.",2501 Gaylord St.,80205,10/14/2021,Paid in Full,24,141927.0,141927.0,0.0,U,Existing or more than 2 years old,CO-01,32.0,Unanswered,Unknown/NotStated,Non-Profit Organization,Unanswered,Unanswered,143929.75,09/14/2021
671045,2019157101,04/10/2020,ORIGINAL ROOTS LLC,383 Corona Street #104,80218-3948,12/24/2020,Paid in Full,24,141900.0,141900.0,0.0,U,Existing or more than 2 years old,CO-01,9.0,Unanswered,Unknown/NotStated,Corporation,Male Owned,Unanswered,142766.95,11/25/2020
671047,6897158001,06/30/2020,"FIRST CALL OF COLORADO, LLC",1849 S ACOMA ST,80223-3605,02/10/2021,Paid in Full,60,141900.0,141900.0,0.0,U,Existing or more than 2 years old,CO-01,14.0,Unanswered,Unknown/NotStated,Subchapter S Corporation,Unanswered,Unanswered,142689.2,01/20/2021
671052,9982267208,04/28/2020,KESTREL ARCHITECTURE LLC,910 16th Street Suite 610,80202,09/28/2021,Paid in Full,24,141900.0,141900.0,0.0,U,Existing or more than 2 years old,CO-01,9.0,White,Not Hispanic or Latino,Limited  Liability Company(LLC),Unanswered,Unanswered,143804.96,09/01/2021
671057,4596537009,04/04/2020,DENVER HOTELS LLC,4590 QUEBEC ST,80216-3427,02/17/2021,Paid in Full,24,141800.0,141800.0,0.0,U,New Business or 2 years or less,CO-01,30.0,Asian,Not Hispanic or Latino,Limited  Liability Company(LLC),Male Owned,Non-Veteran,142880.01,01/12/2021
671058,6812987205,04/28/2020,ABV MANAGEMENT INC,4655 Colorado Blvd,80216,03/10/2021,Paid in Full,24,168857.0,141800.0,0.0,U,Existing or more than 2 years old,CO-01,30.0,Unanswered,Unknown/NotStated,Corporation,Unanswered,Unanswered,142907.21,02/11/2021
671059,8427647004,04/08/2020,NOBLE WEALTH MANAGEMENT,1873 s BELLAIRE ST 1600,80222-4360,07/09/2021,Paid in Full,24,120900.0,141800.0,0.0,U,Existing or more than 2 years old,CO-01,7.0,Unanswered,Unknown/NotStated,Sole Proprietorship,Unanswered,Unanswered,143414.94,06/02/2021
671079,7366638303,01/28/2021,P & R TRUCKING CORP,5318,80229,07/16/2021,Paid in Full,60,141667.5,141667.5,0.0,U,Existing or more than 2 years old,CO-07,12.0,Unanswered,Unknown/NotStated,Subchapter S Corporation,Unanswered,Unanswered,142183.01,06/23/2021
671082,3021597707,05/01/2020,ANIMAL HEALTH CARE DENVER LLC,6701 WASHINGTON ST,80229,01/22/2021,Paid in Full,24,141657.0,141657.0,0.0,U,Existing or more than 2 years old,CO-07,16.0,White,Not Hispanic or Latino,Limited  Liability Company(LLC),Female Owned,Non-Veteran,142482.23,12/02/2020
671096,7301517708,05/01/2020,WHITNEY S KENNEDY MD PLLC,4104 TEJON ST,80211,09/28/2021,Paid in Full,24,141584.0,141584.0,0.0,U,Existing or more than 2 years old,CO-01,12.0,White,Not Hispanic or Latino,Corporation,Female Owned,Non-Veteran,143467.85,08/27/2021
671103,6642627002,04/07/2020,TAP & BURGER CONCEPTS,2227 32nd Ave,80211-3317,02/10/2021,Paid in Full,24,141500.0,141500.0,0.0,U,Existing or more than 2 years old,CO-01,9.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,142647.51,01/29/2021
671124,8599487109,04/15/2020,COLORADO CROSS DISABILITY COALITION,1385 S Colorado BLVD Suite 610A,80222,05/13/2021,Paid in Full,24,141400.0,141400.0,0.0,U,Unanswered,CO-01,20.0,Unanswered,Unknown/NotStated,Non-Profit Organization,Unanswered,Unanswered,142790.76,04/14/2021
671125,8846187002,04/08/2020,"WR RESTAURANTS THREE, LLC",7301 East 29TH AVE,80238-2701,11/16/2021,Paid in Full,24,141400.0,141400.0,0.0,U,Existing or more than 2 years old,CO-01,23.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,140105.45,08/25/2021
671126,8865317010,04/09/2020,"MANDIL ASSOCIATES, INC.",846 ELATI ST,80204-4540,06/12/2021,Paid in Full,24,141400.0,141400.0,0.0,U,Existing or more than 2 years old,CO-01,12.0,Unanswered,Unknown/NotStated,Corporation,Unanswered,Unanswered,142959.33,05/20/2021
671129,7405047703,05/01/2020,"CORPORATE GT DENVER, INC.",4770 FOREST ST,80216,10/15/2021,Paid in Full,24,179854.0,141397.0,0.0,U,Existing or more than 2 years old,CO-01,49.0,White,Unknown/NotStated,Subchapter S Corporation,Female Owned,Unanswered,143282.29,09/14/2021
671152,2013067707,05/01/2020,HES ELECTRIC COMPANY,1881 S DAYTON ST,80247,06/24/2021,Paid in Full,24,141250.0,141250.0,0.0,U,Existing or more than 2 years old,CO-06,9.0,Unanswered,Unknown/NotStated,Subchapter S Corporation,Unanswered,Unanswered,142668.86,05/06/2021
671154,5383107108,04/13/2020,JERRY S.OGDEN,11495 W 8th Avenue,80215-5539,08/20/2021,Paid in Full,24,141250.0,141250.0,0.0,U,Unanswered,CO-07,10.0,Unanswered,Unknown/NotStated,Sole Proprietorship,Male Owned,Non-Veteran,143037.88,08/03/2021
671159,6563897200,04/28/2020,DANTE MGS L.L.C.,9424 GRAY CT,80031,05/13/2021,Paid in Full,24,141200.0,141200.0,0.0,U,Existing or more than 2 years old,CO-07,26.0,Unanswered,Hispanic or Latino,Limited  Liability Company(LLC),Female Owned,Non-Veteran,142557.84,04/15/2021
671170,7577247003,04/07/2020,"THE HENRY DESIGN GROUP, INC.",1501 WAZEE ST STE 1-C,80202-1353,02/06/2021,Paid in Full,24,100300.0,141101.0,0.0,U,Existing or more than 2 years old,CO-01,6.0,Unanswered,Unknown/NotStated,Subchapter S Corporation,Male Owned,Non-Veteran,142129.3,01/08/2021
671177,9141907009,04/09/2020,MARTIN SCHOOL OF EARLY EDUCATION,776 S. Lincoln St.,80209-4024,05/08/2021,Paid in Full,24,141100.0,141100.0,0.0,U,Unanswered,CO-01,24.0,Unanswered,Unknown/NotStated,Corporation,Male Owned,Unanswered,142378.67,04/12/2021
671188,1694757201,04/15/2020,"HIGHLAND CARSTAR AUTO BODY, INC.",3815 PERRY ST,80212-2146,02/17/2021,Paid in Full,24,141000.0,141000.0,0.0,U,Existing or more than 2 years old,CO-01,9.0,White,Not Hispanic or Latino,Corporation,Female Owned,Non-Veteran,141876.9,12/03/2020
671198,6975877201,04/28/2020,"THE ARC OF ADAMS COUNTY, INC",641 E 112th Ave,80233,06/23/2021,Paid in Full,24,140977.0,140977.0,0.0,U,Existing or more than 2 years old,CO-07,9.0,Unanswered,Unknown/NotStated,Non-Profit Organization,Unanswered,Unanswered,142429.85,05/06/2021
671213,6492097002,04/07/2020,INSURANCE PROFESSIONALS INC.,1165 S Pennsylvania St Ste 130,80210-1530,06/12/2021,Paid in Full,24,140900.0,140900.0,0.0,U,Existing or more than 2 years old,CO-01,7.0,Unanswered,Unknown/NotStated,Subchapter S Corporation,Unanswered,Unanswered,142430.33,05/13/2021
671231,4462177209,04/27/2020,PAUL'S CUSTOM CANVAS INC,6744 N WASHINGTON ST,80229-7016,07/15/2021,Paid in Full,24,140769.0,140769.0,0.0,U,Existing or more than 2 years old,CO-07,10.0,Unanswered,Unknown/NotStated,Subchapter S Corporation,Unanswered,Unanswered,142419.13,06/28/2021
671252,8139087008,04/08/2020,CLIFFORD J. ENTEN PC,50 S. Steele St Ste 875,80209-2065,03/12/2021,Paid in Full,24,140600.0,140600.0,0.0,U,Existing or more than 2 years old,CO-01,10.0,Unanswered,Unknown/NotStated,Subchapter S Corporation,Unanswered,Unanswered,141763.32,02/11/2021
671254,7459937803,06/03/2020,"AIR BASICS, INC",1580 LINCOLN ST N,80203,06/17/2021,Paid in Full,24,140592.0,140592.0,0.0,U,Existing or more than 2 years old,CO-01,9.0,Unanswered,Unknown/NotStated,Subchapter S Corporation,Unanswered,Unanswered,141939.34,05/20/2021
671263,7286637710,05/01/2020,JD PATTERSON LLC,4250 FOX ST,80216,10/15/2021,Paid in Full,24,140540.0,140540.0,0.0,U,Existing or more than 2 years old,CO-01,21.0,Unanswered,Unknown/NotStated,Subchapter S Corporation,Unanswered,Unanswered,142429.48,09/10/2021
671266,3422427300,04/29/2020,MENDOZA SEWER & WATER SERVICES INC,701  W 64TH AVE,80221-2801,05/11/2021,Paid in Full,24,140500.0,140500.0,0.0,U,Existing or more than 2 years old,CO-07,10.0,White,Hispanic or Latino,Subchapter S Corporation,Male Owned,Unanswered,141869.88,04/26/2021
671273,7296967708,05/01/2020,MSK MEDICAL LLC,2480 26TH AVE W,80211,10/15/2021,Paid in Full,24,140491.0,140491.0,0.0,U,Existing or more than 2 years old,CO-01,10.0,White,Not Hispanic or Latino,Limited  Liability Company(LLC),Male Owned,Non-Veteran,142352.51,09/02/2021
671275,6203837004,04/06/2020,"IJL MIDWEST DENVER, LLC",1801 BROADWAY suite 940,80202-3842,03/06/2021,Paid in Full,24,140480.0,140480.0,0.0,U,Existing or more than 2 years old,CO-01,9.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,141642.33,02/11/2021
671280,7468277002,04/07/2020,GD HOLDINGS LLC,730 17th St STE 108,80202-3500,05/18/2021,Paid in Full,24,140400.0,140400.0,0.0,U,Existing or more than 2 years old,CO-01,8.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,141788.4,04/08/2021
671291,1608667105,04/10/2020,"SPARTAN LEGACY, LLC",2360 XANTHIA WAY,80238-3001,05/18/2021,Paid in Full,24,140310.0,140310.0,0.0,U,Existing or more than 2 years old,CO-01,15.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Male Owned,Unanswered,141798.85,04/28/2021
671299,7680497006,04/08/2020,SWIFT & DENNIS ENTERPRISES LLC,1325 S COLORADO BLVD STE B408,80222-3301,05/18/2021,Paid in Full,24,140200.0,140300.0,0.0,U,Existing or more than 2 years old,CO-01,65.0,White,Unknown/NotStated,Limited  Liability Company(LLC),Female Owned,Non-Veteran,141745.87,04/26/2021
671300,8289287004,04/08/2020,CO CRAFT LLC,1530 BLAKE ST Unit A,80202-1322,05/12/2021,Paid in Full,24,140300.0,140300.0,0.0,U,New Business or 2 years or less,CO-01,24.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,141699.1,04/16/2021
671301,1231627702,05/01/2020,NINE THIRTEEN INTERIOR LLC,1531 W BAYAUD AVE STE C,80223,07/22/2021,Paid in Full,24,140295.0,140295.0,0.0,U,Existing or more than 2 years old,CO-01,16.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,141864.67,06/17/2021
671303,5797787102,04/14/2020,PROVIDENCE HOSPITALITY PARTNERS LLC,1888 SHERMAN ST N,80203,05/22/2021,Paid in Full,24,140279.0,140279.0,0.0,U,Existing or more than 2 years old,CO-01,7.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,141693.48,04/23/2021
671309,2619687209,04/16/2020,ACTION SCREEN PRINTING INC,2125 W 10th Avenue,80204,05/20/2021,Paid in Full,60,140200.0,140200.0,0.0,U,Existing or more than 2 years old,CO-01,18.0,Unanswered,Unknown/NotStated,Subchapter S Corporation,Unanswered,Unanswered,113472.87,02/10/2021
671328,9656277107,04/15/2020,MARIA DROSTE SERVICES OF COLORADO,1355 S COLORADO BLVD STE C100,80222-3305,03/11/2021,Paid in Full,24,140100.0,140100.0,0.0,U,Existing or more than 2 years old,CO-01,16.0,Unanswered,Unknown/NotStated,Non-Profit Organization,Unanswered,Unanswered,141263.61,02/17/2021
671342,2754697106,04/11/2020,COLORADO FAMILY DENTISTRY,"255 Union Blvd, Suite 410",80228-1805,03/20/2021,Paid in Full,24,140000.0,140000.0,0.0,U,Existing or more than 2 years old,CO-07,12.0,Unanswered,Unknown/NotStated,Corporation,Unanswered,Unanswered,141143.33,02/09/2021
671348,4757497001,04/04/2020,DAWN DEVELOPMENT INC,175 S PECOS ST,80223-1747,01/14/2021,Paid in Full,24,140000.0,140000.0,0.0,U,Existing or more than 2 years old,CO-01,10.0,White,Not Hispanic or Latino,Corporation,Male Owned,Non-Veteran,140964.44,12/21/2020
671359,9132707104,04/15/2020,MODERN TEACHER LLC,4600 S Ulster St Ste 1450,80237,02/19/2021,Paid in Full,24,140000.0,140000.0,0.0,U,Existing or more than 2 years old,CO-01,15.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,141009.94,01/07/2021
671370,3795457105,04/12/2020,NATIONAL BRANDS SALES CORPORATION,6955 W Colfax Ave,80214-5372,05/13/2021,Paid in Full,24,139900.0,139900.0,0.0,U,Existing or more than 2 years old,CO-07,10.0,Unanswered,Unknown/NotStated,Subchapter S Corporation,Unanswered,Unanswered,141295.17,04/15/2021
671375,7693317008,04/08/2020,THE WELLS PARTNERSHIP COMPANY,"595 S Broadway, Suite 100",80220,05/26/2021,Paid in Full,24,139900.0,139900.0,0.0,U,Existing or more than 2 years old,CO-01,6.0,Unanswered,Unknown/NotStated,Subchapter S Corporation,Unanswered,Unanswered,141423.36,05/13/2021
671404,5778207108,04/14/2020,BIG SKY TRADING LLC,5301 PEORIA ST,80239-2301,01/22/2021,Paid in Full,24,139745.0,139745.0,0.0,U,Existing or more than 2 years old,CO-01,10.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,140668.87,12/14/2020
671406,1824107204,04/15/2020,"TODD B WHALEN, CPA, PC",STE 725 3801 E FLORIDA AVE,80210-2543,05/27/2021,Paid in Full,24,139717.0,139717.0,0.0,U,Existing or more than 2 years old,CO-01,12.0,White,Not Hispanic or Latino,Corporation,Male Owned,Unanswered,141079.72,04/20/2021
671423,6441337002,04/06/2020,"NAVA GP, LLC","1601 WEWATTA ST, STE 828",80202-6301,06/12/2021,Paid in Full,24,139600.0,139600.0,0.0,U,Existing or more than 2 years old,CO-01,6.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,141139.48,05/18/2021
671432,2091367306,04/29/2020,"PARIS NAILS 10, INC.",607 Grant Street,80203,03/23/2021,Paid in Full,24,139552.0,139552.0,0.0,U,Existing or more than 2 years old,CO-01,13.0,Unanswered,Unknown/NotStated,Corporation,Unanswered,Unanswered,130347.31,12/15/2020
671435,3962667107,04/12/2020,VINTAGE AUTOWORKS & COLLISION LLC,5150 BRIGHTON BLVD,80216-2240,08/06/2021,Paid in Full,24,139500.0,139500.0,0.0,U,Existing or more than 2 years old,CO-01,7.0,Unanswered,Not Hispanic or Latino,Corporation,Male Owned,Non-Veteran,141242.79,07/22/2021
671443,9856437003,04/09/2020,ANDREA SCHUMACHER INTERIORS INC,870 Santa Fe Drive,80204-4345,07/20/2021,Paid in Full,24,139400.0,139400.0,0.0,U,Unanswered,CO-01,8.0,Unanswered,Unknown/NotStated,Subchapter S Corporation,Unanswered,Unanswered,141061.34,06/24/2021
671446,8259087710,05/01/2020,DIAMOND PAINT &AMP; AUTOBODY INC.,931 EVANS AVE W,80223,09/28/2021,Paid in Full,24,175886.0,139378.0,0.0,U,Existing or more than 2 years old,CO-01,13.0,Unanswered,Unknown/NotStated,Subchapter S Corporation,Unanswered,Unanswered,141139.58,08/17/2021
671448,2294367709,05/01/2020,"PHILOSOPHY COMMUNICATION, INC.",209 Kalamath St. Suite 2,80223,02/18/2021,Paid in Full,24,139330.0,139330.0,0.0,U,Existing or more than 2 years old,CO-01,9.0,Unanswered,Unknown/NotStated,Subchapter S Corporation,Unanswered,Unanswered,140338.9,01/25/2021
671470,5260337009,04/05/2020,"KOLACNY MUSIC COMPANY, INC.",1900 S Broadway,80210-4005,04/21/2021,Paid in Full,24,139200.0,139200.0,0.0,U,Existing or more than 2 years old,CO-01,16.0,Unanswered,Unknown/NotStated,Corporation,Unanswered,Unanswered,140526.27,03/18/2021
671472,7086687001,04/07/2020,PERFECT TEETH / YALE P.C.,7515 West Yale Avenue,80227-3423,,Exemption 4,24,139200.0,139200.0,0.0,U,Existing or more than 2 years old,CO-01,14.0,Unanswered,Unknown/NotStated,Corporation,Unanswered,Unanswered,102309.79,03/14/2022
671473,8884197104,04/15/2020,THE CENTRAL VISITATION PROGRAM,1660 N Sherman Street,80203,06/05/2021,Paid in Full,24,139200.0,139200.0,0.0,U,Existing or more than 2 years old,CO-01,11.0,Unanswered,Unknown/NotStated,Non-Profit Organization,Unanswered,Unanswered,140630.14,05/05/2021
671488,2291257106,04/10/2020,FARRINGTON CONSTRUCTION MANAGEMENT LLC,400 West 48th Avenue Suite 200,80216-1806,02/10/2021,Paid in Full,24,139100.0,139100.0,0.0,U,Existing or more than 2 years old,CO-01,13.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,140127.79,01/08/2021
671496,9698657003,04/09/2020,INLET STRUCTURES INC,5110 York Street,80216-2250,05/04/2021,Paid in Full,24,139070.0,139070.0,0.0,U,Unanswered,CO-01,16.0,White,Hispanic or Latino,Corporation,Male Owned,Non-Veteran,140093.71,01/07/2021
671500,4530697705,05/01/2020,COLORADO TRIAL LAWYERS ASSOCIATION,303 EAST 17TH AVENUE STE 320,80203,05/08/2021,Paid in Full,24,139018.0,139018.0,0.0,U,Existing or more than 2 years old,CO-01,10.0,Unanswered,Unknown/NotStated,Non-Profit Organization,Unanswered,Unanswered,140297.73,04/08/2021
671502,3950917309,04/29/2020,KATE STEELE DDS PLLC,3545 QUEBEC ST STE 110,80207-1603,04/14/2021,Paid in Full,24,139000.0,139000.0,0.0,U,Existing or more than 2 years old,CO-01,11.0,Unanswered,Unknown/NotStated,Subchapter S Corporation,Unanswered,Unanswered,140150.08,03/10/2021
