,LoanNumber,DateApproved,BorrowerName,BorrowerAddress,BorrowerZip,LoanStatusDate,LoanStatus,Term,InitialApprovalAmount,BusinessAgeDescription,CD,JobsReported,Race,Ethnicity,BusinessType,Gender,Veteran,ForgivenessDate,category_title,rating,review_count,lat,lon,Yelp_Category
91,3362578303,1/22/2021,ULTREIA,1701 Wynkoop St,80202,10/9/2021,Paid in Full,60,402080.0,Existing or more than 2 years old,CO-01,78.0,,Not Hispanic or Latino,Limited  Liability Company(LLC),Female Owned,Non-Veteran,8/31/2021,"Tapas Bars, Portuguese, Basque, ",4.0,336,39.75305,-104.99995,Restaurants
92,7659237004,4/7/2020,ULTREIA,1701 WYNKOOP ST STE 125,80202,4/17/2021,Paid in Full,24,287200.0,Existing or more than 2 years old,CO-01,28.0,,Not Hispanic or Latino,Limited  Liability Company(LLC),Female Owned,Non-Veteran,3/1/2021,"Tapas Bars, Portuguese, Basque, ",4.0,336,39.75305,-104.99995,Restaurants
93,2470547704,5/1/2020,ASSOCIATION TECHNOLOGY SOLUTIONS,4704 HARLAN ST STE 325,80212,2/18/2021,Paid in Full,24,389782.0,Existing or more than 2 years old,CO-01,17.0,,,Limited  Liability Company(LLC),,,1/26/2021,"Software Development, Web Design, ",5.0,1,39.7823904,-105.0614038,Professional Services
94,2952477710,5/1/2020,PACTIMO,3565 S YOSEMITE ST,80237,3/23/2021,Paid in Full,24,369282.0,Existing or more than 2 years old,CO-01,26.0,,,Sole Proprietorship,Male Owned,Non-Veteran,1/28/2021,"Sports Wear, ",3.5,7,39.65132,-104.88622,Fashion
95,2291738605,3/13/2021,SYRUP DOWNTOWN,999 18th St Ste 105,80202,1/7/2022,Paid in Full,60,366411.43,Existing or more than 2 years old,CO-01,30.0,White,Not Hispanic or Latino,Limited  Liability Company(LLC),Male Owned,Non-Veteran,12/29/2021,"Breakfast & Brunch, American (Traditional), Salad, ",4.0,1588,39.74898371,-104.9919044,Restaurants
96,4897267102,4/13/2020,SYRUP DOWNTOWN,999 18th Street #20,80202,3/10/2022,Paid in Full,24,247600.0,Existing or more than 2 years old,CO-01,31.0,White,Not Hispanic or Latino,Limited  Liability Company(LLC),Male Owned,Non-Veteran,8/19/2021,"Breakfast & Brunch, American (Traditional), Salad, ",4.0,1588,39.74898371,-104.9919044,Restaurants
97,6619147100,4/14/2020,LCM PROPERTY MANAGEMENT,"1776 S Jackson St, Suite 300",80210,10/13/2021,Paid in Full,60,361500.0,Existing or more than 2 years old,CO-01,41.0,,,Subchapter S Corporation,,,9/24/2021,"Property Management, ",1.5,29,39.685327,-104.94274,Real Estate
98,5201398404,2/8/2021,TAVERN LITTLETON,2153 S Wabash St,80231,,Exemption 4,24,360100.0,Existing or more than 2 years old,CO-06,50.0,,,Subchapter S Corporation,,,,"American (Traditional), Sports Bars, ",3.0,349,39.61392,-105.01816,Restaurants
99,5586947004,4/5/2020,TAVERN LITTLETON,2153 S Wabash St,80231,8/25/2021,Paid in Full,24,257200.0,Existing or more than 2 years old,CO-06,50.0,White,Not Hispanic or Latino,Subchapter S Corporation,Male Owned,Non-Veteran,8/10/2021,"American (Traditional), Sports Bars, ",3.0,349,39.61392,-105.01816,Restaurants
100,3770567107,4/12/2020,YOUR CASTLE REAL ESTATE,2755 S Locust t Ste 150,80222,3/11/2021,Paid in Full,24,357400.0,Existing or more than 2 years old,CO-01,27.0,,,Limited  Liability Company(LLC),,,11/25/2020,"Real Estate Services, ",4.5,6,39.66638,-104.9160262,Real Estate
101,5674837104,4/13/2020,ALL THEFORT OF HOME,4800 Happy Canyon Rd,80237,1/21/2021,Paid in Full,24,356882.0,Existing or more than 2 years old,CO-01,90.0,White,,Corporation,Male Owned,Non-Veteran,12/4/2020,"Personal Care Services, Assisted Living Facilities, ",1.0,1,39.6523164,-104.9312653,Health
102,8792998401,2/13/2021,ALL THEFORT OF HOME,4800 Happy Canyon Rd Ste 250,80237,1/20/2022,Paid in Full,60,355627.0,Existing or more than 2 years old,CO-01,99.0,,,Corporation,,,12/14/2021,"Personal Care Services, Assisted Living Facilities, ",1.0,1,39.6523164,-104.9312653,Health
103,9455958306,1/30/2021,POPPIES RESTAURANT,2334 S Colorado Blvd,80222,3/15/2022,Paid in Full,60,345956.0,Existing or more than 2 years old,CO-01,40.0,White,Not Hispanic or Latino,Corporation,Male Owned,Veteran,2/23/2022,"American (Traditional), Cocktail Bars, ",3.5,178,39.674097,-104.940114,Restaurants
104,7228147010,4/7/2020,POPPIES RESTAURANT,2334 South Colorado Boulevard,80222,6/18/2021,Paid in Full,60,300000.0,Existing or more than 2 years old,CO-01,50.0,White,Not Hispanic or Latino,Corporation,Male Owned,Veteran,5/20/2021,"American (Traditional), Cocktail Bars, ",3.5,178,39.674097,-104.940114,Restaurants
105,5087877100,4/13/2020,ORTEN CAVANAGH & HOLMES,1445 Market St Ste 350,80202,3/18/2021,Paid in Full,24,372400.0,Existing or more than 2 years old,CO-01,22.0,,,Limited  Liability Company(LLC),,,2/9/2021,"General Litigation, ",1.0,1,39.748926,-105.000013,Professional Services
106,1731218308,1/19/2021,TOAST,1392,80214,9/25/2021,Paid in Full,60,337526.0,Existing or more than 2 years old,CO-01,32.0,White,Not Hispanic or Latino,Subchapter S Corporation,Male Owned,Non-Veteran,8/25/2021,"Breakfast & Brunch, Sandwiches, Coffee & Tea, ",4.0,1124,39.622954,-105.018632,Restaurants
107,2405408403,2/3/2021,HOBAN LAW GROUP,730 17th St Ste 420,80202,9/24/2021,Paid in Full,60,334032.07,Existing or more than 2 years old,CO-01,22.0,,,Corporation,,,8/6/2021,"Patent Law, Employment Law, Real Estate Law, ",1.0,1,39.7464926,-104.9917744,Professional Services
108,9526358301,1/30/2021,LA FOGATA II,8090 E Quincy Ave,80237,,Exemption 4,60,333399.5,Existing or more than 2 years old,CO-01,30.0,,,Corporation,,,,"Mexican, ",4.0,288,39.63814,-104.89545,Restaurants
109,2021597103,4/10/2020,LA FOGATA II,8090 E Quincy Ave,80237,10/6/2021,Paid in Full,24,275965.0,Existing or more than 2 years old,CO-01,36.0,,,Corporation,,,7/9/2021,"Mexican, ",4.0,288,39.63814,-104.89545,Restaurants
110,5983428404,2/9/2021,TORRES MEXICAN FOOD,1595 S Federal Blvd,80219,,Exemption 4,60,331144.0,Existing or more than 2 years old,CO-01,20.0,,Hispanic or Latino,Corporation,,Non-Veteran,,"Mexican, Bars, Seafood, ",3.5,141,39.687966,-105.0253654,Restaurants
111,4890357200,4/27/2020,TORRES MEXICAN FOOD,1597 S Federal Blvd,80219,5/19/2021,Paid in Full,60,240600.0,Existing or more than 2 years old,CO-01,35.0,,Hispanic or Latino,Corporation,,Non-Veteran,5/6/2021,"Mexican, Bars, Seafood, ",3.5,141,39.687966,-105.0253654,Restaurants
112,7225507005,4/7/2020,DAZBOGFEE,1090 Yuma St,80204,6/25/2021,Paid in Full,24,316600.0,Existing or more than 2 years old,CO-01,31.0,,,Corporation,Male Owned,Non-Veteran,5/18/2021,"Coffee & Tea, Sandwiches, ",3.5,59,39.70822973,-104.9417705,Restaurants
113,5996957010,4/6/2020,REAL PROPERTY MANAGEMENTORADO,3600 S YOSEMITE ST STE 120,80237,3/17/2021,Paid in Full,24,316400.0,Existing or more than 2 years old,CO-01,27.0,,,Limited  Liability Company(LLC),,,2/25/2021,"Property Management, ",2.0,250,39.6508796,-104.8840471,Real Estate
114,9914297106,4/15/2020,LEVINE LAW,4500 CHERRY DR S,80246,6/18/2021,Paid in Full,24,316160.0,Existing or more than 2 years old,CO-01,19.0,,,Subchapter S Corporation,,,5/27/2021,"Personal Injury Law, Workers Compensation Law, ",4.0,11,39.70437216,-104.935699,Professional Services
115,3316908501,2/23/2021,PETE'S KITCHEN,1962 E Colfax Ave,80206,11/6/2021,Paid in Full,60,315565.0,Existing or more than 2 years old,CO-01,32.0,White,Not Hispanic or Latino,Subchapter S Corporation,Female Owned,Non-Veteran,10/6/2021,"Greek, American (Traditional), Diners, ",4.0,787,39.739781,-104.963662,Restaurants
116,5076727106,4/13/2020,PETE'S KITCHEN,1962 E Colfax Ave,80206,7/9/2021,Paid in Full,24,225400.0,Existing or more than 2 years old,CO-01,32.0,White,Not Hispanic or Latino,Subchapter S Corporation,Female Owned,Non-Veteran,6/16/2021,"Greek, American (Traditional), Diners, ",4.0,787,39.739781,-104.963662,Restaurants
117,1028037108,4/9/2020,THE BLUE BENCH,PO BOX 18951,80218,9/28/2021,Paid in Full,24,315000.0,Existing or more than 2 years old,CO-01,50.0,,,Non-Profit Organization,,,6/10/2021,"Counseling & Mental Health, ",3.0,6,39.73751068,-104.9719009,Health
118,9633188304,1/31/2021,WORK & CLASS,2500 Larimer St Ste 101,80205,2/11/2022,Paid in Full,60,314413.0,Existing or more than 2 years old,CO-01,29.0,Black or African American,Not Hispanic or Latino,Limited  Liability Company(LLC),Male Owned,,12/6/2021,"American (New), Latin American, Cocktail Bars, ",4.5,1557,39.75761,-104.98604,Restaurants
119,9907927009,4/9/2020,DENVER FAMILY MEDICINE,"1960 Ogden St, Ste 600",80218,12/16/2020,Paid in Full,24,312500.0,Existing or more than 2 years old,CO-01,24.0,,,Subchapter S Corporation,,,11/19/2020,"Family Practice, ",3.0,140,39.7468583,-104.9744168,Health
120,6445157004,4/6/2020,MIDTOWN OBSTETRICS & GYNECOLOGY,1133 COOK ST,80206,6/12/2021,Paid in Full,24,308000.0,Existing or more than 2 years old,CO-01,11.0,,,Corporation,,,5/21/2021,"Obstetricians & Gynecologists, ",4.0,9,39.767219,-105.043693,Health
121,5686477002,4/6/2020,COMMUNITY MANAGEMENT SPECIALISTS,1224 Wadsworth Blvd,80214,5/13/2021,Paid in Full,24,304500.0,Existing or more than 2 years old,CO-07,23.0,,,Corporation,Male Owned,,4/14/2021,"Professional Services, Property Management, ",2.0,8,39.68161,-105.08099,Real Estate
122,3440489009,5/18/2021,BLUE SPRUCE HOME CARE,6440 East Colfax Avenuenull 6440 East Colfax Avenuenull,80220,,Exemption 4,60,300000.0,Existing or more than 2 years old,CO-01,136.0,,,Subchapter S Corporation,,,2/28/2022,"Home Health Care, ",1.0,1,39.73991776,-104.9131546,Health
123,9108208506,3/12/2021,BELL & POLLOCK,7555 E Hampden Ave Ste 200,80231,,Exemption 4,60,298995.0,Existing or more than 2 years old,CO-01,22.0,,,Corporation,,,,"Personal Injury Law, Business Law, ",2.0,9,39.6130842,-104.8991932,Professional Services
124,8149407001,4/8/2020,CHILDREN'S MEDICAL CENTER,1625 Marion St,80218,2/17/2021,Paid in Full,24,298300.0,Existing or more than 2 years old,CO-01,24.0,,,Subchapter S Corporation,,,12/8/2020,"Doctors, ",4.0,17,39.74226379,-104.9724731,Health
125,6987197010,4/7/2020,SPECIALTYNTIVES,5475 E. EVANS AVE,80222,4/17/2021,Paid in Full,24,295900.0,Existing or more than 2 years old,CO-01,17.0,,,Corporation,,,3/5/2021,"Graphic Design, Customized Merchandise, ",5.0,1,39.67869186,-104.9241486,Professional Services
126,3098927109,4/11/2020,FIRST ALLIANCE TITLE,2755 S LOCUST ST. Suite 255,80222,7/17/2021,Paid in Full,24,293700.0,Existing or more than 2 years old,CO-01,30.0,,,Limited  Liability Company(LLC),,,6/17/2021,"Real Estate Services, ",3.0,11,39.66638,-104.9160262,Real Estate
127,5864747004,4/6/2020,WASHINGTON PARK GRILLE,1096 SOUTH GAYLORD STREET,80209,3/9/2021,Paid in Full,24,284450.0,Existing or more than 2 years old,CO-01,26.0,White,Not Hispanic or Latino,Limited  Liability Company(LLC),Male Owned,Non-Veteran,2/18/2021,"Italian, Breakfast & Brunch, Pizza, ",3.5,491,39.69672195,-104.9615482,Restaurants
128,1977667100,4/10/2020,OMNI PRO CLEANINGPANY,4990 E Asbury Ave,80222,8/25/2021,Paid in Full,24,278600.0,Existing or more than 2 years old,CO-01,40.0,White,Not Hispanic or Latino,Corporation,Male Owned,Non-Veteran,5/18/2021,"Office Cleaning, Carpet Cleaning, Pressure Washers, ",5.0,1,39.6800498,-104.9289154,Professional Services
129,3277247101,4/11/2020,DOWNTOWN'S HEALTHCARE,"950 17TH ST, Suite 200",80202,3/16/2021,Paid in Full,24,275780.0,Existing or more than 2 years old,CO-01,25.0,,,Limited  Liability Company(LLC),Male Owned,Non-Veteran,2/4/2021,"Chiropractors, Weight Loss Centers, Medical Spas, ",3.5,41,39.74754,-104.99377,Health
130,3280208304,1/21/2021,DOWNTOWN'S HEALTHCARE,950 17th St Ste 200,80202,,Exemption 4,60,267209.3,Existing or more than 2 years old,CO-01,25.0,,,Limited  Liability Company(LLC),Male Owned,Non-Veteran,,"Chiropractors, Weight Loss Centers, Medical Spas, ",3.5,41,39.74754,-104.99377,Health
131,6684437002,4/7/2020,DAY LARSEN PEDERSEN INSURANCE,3030 West 81st Ave,80211,6/23/2021,Paid in Full,24,272800.0,Existing or more than 2 years old,CO-01,18.0,,,Corporation,,,5/11/2021,"Insurance, ",5.0,5,39.8434215,-105.025798,Financial Services
132,2504898503,2/20/2021,DENVER DIGESTIVE HEALTH SPECIALISTS,4500 E 9th Ave Ste 720S,80220,10/13/2021,Paid in Full,60,270884.0,Existing or more than 2 years old,CO-01,21.0,,,Subchapter S Corporation,,,10/6/2021,"Gastroenterologist, ",2.5,18,39.73088,-104.93445,Health
133,1215428610,3/12/2021,JERUSALEM RESTAURANT,1890 E Evans Ave,80210,2/4/2022,Paid in Full,60,270772.32,Existing or more than 2 years old,CO-01,38.0,,,Corporation,Male Owned,Non-Veteran,1/6/2022,"Middle Eastern, Caterers, ",3.5,1099,39.678344,-104.965404,Restaurants
134,2435957104,4/10/2020,JURIS DIGITAL,1415 PARK AVE W,80205,1/16/2021,Paid in Full,24,264698.0,Existing or more than 2 years old,CO-01,35.0,,Hispanic or Latino,Corporation,,,11/3/2020,"Marketing, Web Design, ",5.0,1,39.6189027,-104.8960722,Professional Services
135,2794157102,4/11/2020,COLORADO DERMATOLOGY SPECIALISTS,3540 S Poplar St. Suite 300,80237,11/19/2020,Paid in Full,24,263100.0,Existing or more than 2 years old,CO-01,23.0,,,Limited  Liability Company(LLC),,,11/5/2020,"Dermatologists, ",3.0,48,39.746546,-104.974508,Health
136,8122908506,3/9/2021,FUICELLI & LEE,1731 N Gilpin St,80218,3/18/2022,Paid in Full,60,262037.1,Existing or more than 2 years old,CO-01,18.0,,,Corporation,,,2/15/2022,"Personal Injury Law, ",4.5,18,39.7438879,-104.967321,Professional Services
137,4979298405,2/7/2021,OFFICERS CLUB LOWRY,1530 16th St Fl 3,80202,11/6/2021,Paid in Full,60,261770.0,Existing or more than 2 years old,CO-01,21.0,White,Not Hispanic or Latino,Limited  Liability Company(LLC),Female Owned,Non-Veteran,10/6/2021,"Cocktail Bars, American (New), Wine Bars, ",4.0,161,39.71931911,-104.8972661,Restaurants
138,8186577005,4/8/2020,OFFICERS CLUB LOWRY,1530 16TH ST 3rd Fl,80202,7/9/2021,Paid in Full,24,186900.0,Existing or more than 2 years old,CO-01,64.0,White,Not Hispanic or Latino,Limited  Liability Company(LLC),Female Owned,Non-Veteran,6/22/2021,"Cocktail Bars, American (New), Wine Bars, ",4.0,161,39.71931911,-104.8972661,Restaurants
139,2895897209,4/16/2020,EMERGE,400 s colorada blvd ste 400,80246,9/21/2021,Paid in Full,24,257700.0,New Business or 2 years or less,CO-01,16.0,,,Corporation,,,8/10/2021,"Counseling & Mental Health, ",3.5,2,39.7094499,-104.93951,Health
140,5490178403,2/8/2021,JAIMES MEXICAN RESTAURANT,1910 S Depew St,80227,,Exemption 4,60,256994.5,Existing or more than 2 years old,CO-01,19.0,White,Hispanic or Latino,Limited  Liability Company(LLC),Male Owned,Non-Veteran,,"Mexican, Bars, Breakfast & Brunch, ",4.0,95,39.68155,-105.05692,Restaurants
141,1278087300,4/28/2020,JAIMES MEXICAN RESTAURANT,1910 S Depew St,80227,,Exemption 4,24,164946.87,Existing or more than 2 years old,CO-07,16.0,White,Hispanic or Latino,Limited  Liability Company(LLC),Male Owned,Non-Veteran,,"Mexican, Bars, Breakfast & Brunch, ",4.0,95,39.68155,-105.05692,Restaurants
142,6063468309,1/26/2021,FINISHING PROFESSIONALS,7777 E 40th Ave,80207,7/8/2021,Paid in Full,24,253898.17,Existing or more than 2 years old,CO-01,32.0,,,Limited  Liability Company(LLC),,,6/29/2021,"Professional Services, ",1.0,1,39.77339172,-104.897934,Professional Services
143,3011407104,4/11/2020,FINISHING PROFESSIONALS,7777 E  40TH AVE,80207,12/1/2020,Paid in Full,24,251013.25,Existing or more than 2 years old,CO-01,17.0,,,Limited  Liability Company(LLC),,,11/13/2020,"Professional Services, ",1.0,1,39.77339172,-104.897934,Professional Services
144,8856127206,4/28/2020,BOESEN LAW,"4100 E. MISSISSIPPI AVE., SUITE 1900",80246,6/25/2021,Paid in Full,24,253440.0,,CO-01,20.0,,,Limited  Liability Company(LLC),,,5/13/2021,"Personal Injury Law, Medical Law, Workers Compensation Law, ",5.0,5,39.6960387,-104.9388035,Professional Services
145,7560807107,4/14/2020,MATTHEW MORRIS SALON AND SKINCARE,2644 Walnut St,80205,10/21/2020,Paid in Full,24,250000.0,,CO-01,27.0,,Not Hispanic or Latino,Limited  Liability Company(LLC),Male Owned,,,"Hair Salons, Skin Care, Makeup Artists, ",4.5,245,39.716343,-104.98824,Hair Salon
146,8394958405,2/13/2021,VINCI LAW OFFICE,2250 S Oneida St Ste 303,80224,,Exemption 4,60,247712.5,Existing or more than 2 years old,CO-01,21.0,,,Limited  Liability Company(LLC),,,3/7/2022,"Lawyers, ",1.0,3,39.6607666,-104.8627319,Professional Services
147,5658607105,4/13/2020,VINCI LAW OFFICE,2250 S ONEIDA ST Ste. 303,80224,5/12/2021,Paid in Full,24,247700.0,Existing or more than 2 years old,CO-01,28.0,,,Limited  Liability Company(LLC),,,4/21/2021,"Lawyers, ",1.0,3,39.6607666,-104.8627319,Professional Services
148,6831247201,4/28/2020,CHERRY CREEK WELLNESS CENTER,3513 BRIGHTON BLVD STE 540,80216,10/19/2021,Paid in Full,24,247700.0,Existing or more than 2 years old,CO-01,24.0,,,Limited  Liability Company(LLC),,,7/22/2021,"Physical Therapy, Massage Therapy, Pilates, ",4.0,19,39.7089926,-104.9338071,Health
149,2794458410,2/4/2021,A LINE BOUTIQUE,2000 S Acoma St,80223,10/9/2021,Paid in Full,60,245836.0,Existing or more than 2 years old,CO-01,19.0,White,,Limited  Liability Company(LLC),Female Owned,Non-Veteran,8/9/2021,"Women's Clothing, ",5.0,1,39.75453,-105.00065,Fashion
150,5608247008,4/6/2020,A LINE BOUTIQUE,2000 S ACOMA ST,80223,3/18/2021,Paid in Full,24,245800.0,Existing or more than 2 years old,CO-01,21.0,White,,Limited  Liability Company(LLC),Female Owned,Non-Veteran,2/19/2021,"Women's Clothing, ",5.0,1,39.75453,-105.00065,Fashion
151,4139628307,1/23/2021,OLIVE & FINCH,1552 E 17th Ave,80218,2/12/2022,Paid in Full,60,243975.0,Existing or more than 2 years old,CO-01,32.0,Asian,Not Hispanic or Latino,Corporation,Female Owned,Non-Veteran,10/25/2021,"American (New), Breakfast & Brunch, Cafes, ",4.0,792,39.74306,-104.96892,Restaurants
152,4498727101,4/13/2020,OLIVE & FINCH,1552 E 17th Ave,80218,6/24/2021,Paid in Full,24,162780.0,,CO-01,31.0,Asian,Not Hispanic or Latino,Corporation,Female Owned,Non-Veteran,5/24/2021,"American (New), Breakfast & Brunch, Cafes, ",4.0,792,39.74306,-104.96892,Restaurants
153,6599388307,1/27/2021,TOKIO,2907 Huron St Unit 103,80202,,Exemption 4,60,243218.0,Existing or more than 2 years old,CO-01,20.0,,,Limited  Liability Company(LLC),Male Owned,,3/2/2022,"Ramen, Sushi Bars, Japanese Curry, ",4.0,488,39.7586101,-104.9974358,Restaurants
154,7523157103,4/14/2020,BANG SALON,1207 E ALAMEDA AVE,80209,3/12/2021,Paid in Full,24,240000.0,Existing or more than 2 years old,CO-01,23.0,,,Corporation,,,11/9/2020,"Hair Salons, ",4.5,132,39.7113338,-104.9730923,Hair Salon
155,3860198310,1/22/2021,BANG SALON,1207 E Alameda Ave,80209,7/14/2021,Paid in Full,60,184162.5,Existing or more than 2 years old,CO-01,18.0,,,Corporation,,,6/30/2021,"Hair Salons, ",4.5,132,39.7113338,-104.9730923,Hair Salon
156,1375658401,2/1/2021,PINNACLE REAL ESTATE ADVISORS,1 N Broadway Ste 300A,80203,12/21/2021,Paid in Full,60,239700.0,Existing or more than 2 years old,CO-01,15.0,,,Limited  Liability Company(LLC),,,11/16/2021,"Real Estate Services, Commercial Real Estate, ",4.5,10,39.717319,-104.987749,Real Estate
157,2575947103,4/10/2020,PINNACLE REAL ESTATE ADVISORS,"One Broadway, Suite A300",80203,12/18/2020,Paid in Full,24,227100.0,Existing or more than 2 years old,CO-01,15.0,,,Limited  Liability Company(LLC),,,12/7/2020,"Real Estate Services, Commercial Real Estate, ",4.5,10,39.717319,-104.987749,Real Estate
158,7796707304,4/30/2020,4TH AVENUE FAMILY DENTISTRY,390 University Blvd,80206,3/18/2022,Paid in Full,24,238329.0,Existing or more than 2 years old,CO-01,22.0,,,Limited  Liability Company(LLC),,,11/17/2021,"General Dentistry, ",4.5,99,39.7223,-104.95912,Health
159,8160487102,4/15/2020,METREX PROPERTY GROUP,"6000 E Evans Ave, Suite 1-110",80222,6/18/2021,Paid in Full,60,237600.0,Existing or more than 2 years old,CO-01,19.0,,,Subchapter S Corporation,,,6/9/2021,"Real Estate Services, ",1.5,15,39.67809518,-104.9178972,Real Estate
160,4233278403,2/6/2021,TABLES,2267 Kearney St,80207,1/20/2022,Paid in Full,60,235147.5,Existing or more than 2 years old,CO-01,24.0,,,Limited  Liability Company(LLC),,,12/22/2021,"American (New), ",4.5,382,39.7505,-104.91771,Restaurants
161,9534697008,4/9/2020,TABLES,2267 Kearney Street,80207,5/26/2021,Paid in Full,24,143500.0,Existing or more than 2 years old,CO-01,17.0,,,Limited  Liability Company(LLC),,,4/20/2021,"American (New), ",4.5,382,39.7505,-104.91771,Restaurants
162,6478437001,4/7/2020,HUCKLEBERRY ROASTERS,4301 PECOS ST,80211,6/12/2021,Paid in Full,24,234200.0,Existing or more than 2 years old,CO-01,5.0,White,Not Hispanic or Latino,Limited  Liability Company(LLC),Male Owned,Non-Veteran,5/21/2021,"Coffee Roasteries, Breakfast & Brunch, ",4.5,217,39.77549202,-105.0067489,Restaurants
